Client_Num,Customer_Age,Dependent_Count,Car_Owner,House_Owner,Personal_loan,Income,Cust_Satisfaction_Score,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Interest_Earned,Delinquent_Acc
712381683,43,2,1,0,0,112762,2,470,1,69,7469.0,837,8281,80,0.112,1904.63,0
712389108,47,4,0,0,0,48969,3,150,0,76,2570.0,2107,4058,83,0.82,1055.08,0
712390683,54,2,0,1,1,218011,3,345,1,110,13409.0,1255,15573,99,0.094,3893.25,0
712392108,26,0,0,1,0,14326,1,440,1,166,10305.0,691,1451,25,0.067,116.08,0
712394283,40,3,1,0,0,93533,3,395,1,94,1791.0,1314,5109,79,0.734,1277.25,0
712395408,65,0,0,1,0,29542,1,95,1,79,1495.0,691,2552,42,0.462,204.16,0
712396908,37,3,0,1,0,14975,2,175,1,100,2436.0,680,1570,29,0.279,298.3,0
712399308,44,2,1,1,0,22428,3,365,0,115,2989.0,2387,2143,67,0.799,471.46,0
712401033,49,1,0,1,1,23194,1,425,1,166,1438.3,928,2186,59,0.645,284.18,0
712403358,42,3,0,1,1,57099,3,365,0,97,1438.3,696,4307,76,0.484,1249.03,0
712404483,44,4,1,0,0,95433,3,245,0,98,3989.0,2514,5189,82,0.63,622.68,0
712405908,56,2,1,1,1,107691,3,300,1,78,24670.0,1623,7772,76,0.066,1088.08,0
712407033,38,1,1,1,0,52567,2,415,1,110,34516.0,2403,4174,59,0.07,500.88,0
712407783,44,3,0,1,1,63157,3,390,1,99,1809.0,1181,4452,83,0.653,489.72,0
712410858,31,0,0,1,0,51595,3,485,1,112,2315.0,1336,4143,65,0.577,1077.18,0
712411908,47,3,0,1,0,49487,3,435,0,147,21158.0,0,4071,67,0.0,1058.46,0
712412958,46,3,1,0,0,176845,3,125,0,98,18266.0,822,14615,124,0.045,3361.45,0
712414908,43,2,1,1,0,89170,2,345,1,79,3241.0,0,4992,80,0.0,998.4,0
712419708,46,4,0,0,0,23300,3,270,0,115,4930.0,2259,2194,53,0.458,482.68,0
712420833,43,2,0,0,0,14975,2,480,1,50,16031.0,2245,1527,57,0.14,381.75,0
712423233,47,4,1,0,0,41512,2,355,1,112,22919.0,1368,3752,71,0.06,300.16,0
712425258,46,4,0,1,0,55645,3,300,1,117,1859.0,1379,4260,72,0.742,639.0,0
712428333,38,2,1,0,1,48459,1,425,0,44,2930.0,1901,4041,75,0.649,1091.07,0
712429458,34,0,0,0,0,48858,2,380,1,55,4772.0,1770,4054,72,0.371,729.72,0
712431183,43,2,1,1,0,97210,3,440,0,78,2164.0,0,5282,80,0.0,1109.22,0
712433508,50,3,0,0,1,1250,3,285,0,43,1438.3,0,724,16,0.0,108.6,0
712434708,40,4,1,0,0,31452,2,250,1,51,3302.0,2517,2682,47,0.762,268.2,0
712437108,61,0,0,0,0,83687,3,430,0,84,14044.0,0,4889,89,0.0,831.13,0
712438308,38,3,0,1,0,236211,3,440,0,78,7469.0,0,16730,122,0.0,4517.1,0
712440483,53,3,0,0,0,8250,3,250,1,94,5413.0,1836,1164,43,0.339,232.8,0
712441308,53,2,1,1,0,119148,3,490,1,80,29295.0,0,9865,65,0.0,2663.55,0
712442508,55,2,0,0,0,37676,1,195,0,111,1438.3,783,3464,70,0.544,796.72,0
712443558,45,2,0,0,0,19822,2,140,0,147,22125.0,0,1994,57,0.0,199.4,0
712444533,58,1,1,1,0,44264,1,430,1,80,14418.0,0,3880,68,0.0,1047.6,0
712445583,46,4,0,1,0,25668,3,300,0,92,2299.0,0,2323,47,0.0,162.61,0
712446783,50,2,0,0,0,26749,3,200,0,116,4038.0,1530,2400,41,0.379,504.0,0
712447758,39,2,1,1,0,109802,1,200,1,74,11901.0,2517,7998,82,0.211,639.84,0
712448658,32,0,1,1,1,24810,1,100,1,141,1795.0,0,2281,55,0.0,593.06,0
712450008,46,2,0,0,1,27471,3,370,0,100,4045.0,0,2438,41,0.0,536.36,0
712452033,43,2,1,1,0,23812,3,395,1,74,2479.0,828,2225,44,0.334,356.0,0
712453308,50,2,0,0,0,107426,3,200,0,66,15034.0,1356,7737,84,0.09,2088.99,0
712454058,36,3,0,0,0,6550,3,450,1,103,9364.0,618,1099,27,0.066,164.85,0
712454958,47,1,0,0,0,14975,1,300,1,84,2742.0,1416,1539,38,0.516,277.02,0
712457208,38,2,0,0,0,111135,2,150,0,114,22718.0,0,8100,77,0.0,648.0,0
712459233,50,0,1,1,0,19231,3,300,0,88,1944.0,1346,1960,57,0.692,450.8,0
712460433,55,3,1,1,0,50607,3,475,1,112,9121.0,1426,4112,80,0.156,575.68,0
712463883,46,4,1,1,1,36533,3,125,1,96,34516.0,1406,3342,63,0.041,868.92,0
712464933,44,3,1,0,1,206224,3,445,0,142,19141.0,1933,15203,114,0.101,4256.84,0
712470033,44,2,0,0,0,33846,3,350,0,102,4539.0,2053,2960,67,0.452,799.2,0
712475733,43,1,1,1,0,17012,3,250,1,116,2435.0,1888,1847,39,0.775,480.22,0
712479633,37,4,0,0,0,27294,1,245,0,110,1695.0,0,2428,43,0.0,267.08,0
712481733,33,3,0,0,0,49698,3,250,1,76,1438.3,739,4078,77,0.514,978.72,0
712484733,46,2,1,0,1,73704,3,175,1,114,8823.0,2517,4674,85,0.285,841.32,0
712487883,45,3,1,0,0,117845,3,350,1,71,7464.0,0,9071,74,0.0,725.68,0
712489158,55,2,0,0,0,32450,1,245,1,110,3667.0,948,2781,59,0.259,723.06,0
712490283,46,1,1,0,0,21418,3,285,1,120,3156.0,2517,2091,48,0.798,439.11,0
712491108,44,3,0,1,0,30527,3,460,1,85,13046.0,1177,2601,52,0.09,364.14,0
712493058,44,2,0,1,0,66807,1,245,1,124,4972.0,0,4524,72,0.0,904.8,0
712494108,49,2,1,0,1,17490,2,460,0,94,34516.0,1954,1872,52,0.057,486.72,0
712495233,37,2,1,0,0,26952,1,335,1,81,2370.0,1699,2411,53,0.717,409.87,0
712497783,50,2,1,1,1,184214,3,455,0,120,9092.0,1363,14779,94,0.15,4285.91,0
712500933,44,1,1,1,0,34127,1,445,1,62,11692.0,648,2997,56,0.055,209.79,0
712503408,36,3,1,0,0,238789,2,100,1,114,17925.0,1909,17498,111,0.106,2274.74,0
712505658,39,1,1,0,0,15397,3,340,1,51,5530.0,1999,1766,45,0.361,123.62,0
712506708,45,2,0,0,0,35322,1,385,1,67,3920.0,2008,3178,53,0.512,730.94,0
712507758,48,3,0,0,0,99638,3,295,1,116,3448.0,1903,5471,87,0.552,547.1,0
712509108,48,4,0,1,0,113579,2,445,1,102,15164.0,532,8356,68,0.035,835.6,0
712510833,50,3,1,1,0,50825,3,125,0,159,9317.0,847,4121,81,0.091,741.78,0
712513458,55,2,1,0,1,35093,3,245,1,120,7469.0,1899,3150,70,0.254,693.0,0
712514508,49,2,0,1,1,34589,3,250,1,114,11354.0,0,3073,49,0.0,737.52,0
712515558,32,3,0,0,0,32829,1,325,1,90,23447.0,1515,2834,77,0.065,396.76,0
712516608,44,3,0,1,0,186296,2,245,1,52,3946.0,1275,14822,96,0.323,4001.94,0
712517808,40,5,0,0,0,186470,1,405,1,83,3275.0,1525,14830,112,0.466,4004.1,0
712521783,33,2,0,1,0,40920,1,300,0,108,15108.0,1288,3713,65,0.085,816.86,0
712523283,28,0,0,0,0,6550,1,295,1,83,14938.0,0,1134,31,0.0,249.48,0
712524858,39,1,1,1,0,57468,3,245,0,108,2669.0,1649,4314,74,0.618,1251.06,0
712531008,59,0,0,1,0,28748,3,430,0,94,24868.0,794,2510,32,0.032,200.8,0
712532058,48,3,0,0,0,215468,3,455,1,161,12552.0,1405,15508,95,0.112,1240.64,0
712533708,44,2,0,1,0,84249,1,150,0,103,11247.0,0,4894,85,0.0,831.98,0
712542258,42,4,1,1,1,76429,3,100,1,86,2950.0,2000,4742,79,0.678,331.94,0
712544358,47,3,1,1,1,216876,1,360,0,105,34516.0,1823,15552,108,0.053,4199.04,0
712545183,28,0,1,0,0,36452,3,340,0,72,1765.0,1487,3333,66,0.842,433.29,0
712546233,52,1,1,0,0,49232,2,455,1,105,2990.0,0,4065,76,0.0,325.2,0
712549758,46,3,1,0,0,41441,3,175,0,143,25060.0,0,3749,61,0.0,562.35,0
712551258,48,5,0,0,0,2565,3,125,1,114,4247.0,0,847,17,0.0,152.46,0
712552608,54,2,1,0,0,31238,3,370,1,104,1438.3,0,2658,43,0.0,691.08,0
712554183,39,1,0,0,0,49456,3,460,0,159,3009.0,721,4070,71,0.24,407.0,0
712555233,47,3,0,1,0,20348,1,330,0,67,4205.0,710,2023,38,0.169,161.84,0
712556433,58,1,1,1,0,215176,3,475,1,85,4090.0,1649,15497,92,0.403,2014.61,0
712557708,50,2,0,0,0,24646,1,175,1,110,6391.0,2317,2274,61,0.363,591.24,0
712559058,50,3,1,1,0,77314,2,295,1,143,20882.0,1525,4765,76,0.073,714.75,0
712560558,61,0,0,1,0,73199,3,270,0,76,1438.3,0,4660,87,0.0,559.2,0
712562433,31,0,0,1,0,25535,3,380,1,91,4204.0,0,2316,43,0.0,324.24,0
712563408,43,3,0,1,0,25036,1,175,0,94,5600.0,2517,2296,46,0.449,367.36,0
712566258,56,1,0,0,0,64824,2,245,1,155,8494.0,2023,4486,77,0.238,583.18,0
712567083,48,4,1,1,0,88921,1,450,1,101,9186.0,0,4986,88,0.0,299.16,0
712568358,39,2,0,1,0,34816,2,295,1,97,3394.0,0,3115,69,0.0,373.8,0
712569408,53,1,0,1,0,85919,1,485,0,83,3455.0,1385,4925,82,0.401,1182.0,1
712570458,39,4,0,1,0,108791,3,125,0,86,5625.0,1640,7890,75,0.292,1183.5,1
712571883,44,4,0,0,0,73815,2,325,1,120,11409.0,1658,4677,58,0.145,654.78,1
712572858,50,1,1,0,0,43193,3,150,1,77,3413.0,1801,3831,45,0.528,727.89,1
712574583,37,2,0,1,0,95446,3,225,0,96,6376.0,1322,5192,70,0.207,674.96,1
712575708,50,3,0,0,0,63330,3,495,0,106,1994.0,1175,4455,82,0.589,846.45,1
712576908,50,2,0,1,0,16419,2,150,0,89,4516.0,2252,1819,24,0.499,491.13,1
712578933,41,3,0,1,1,28606,1,460,1,105,1438.3,0,2500,44,0.0,275.0,0
712579983,55,2,0,1,1,24383,3,415,1,104,1438.3,0,2258,59,0.0,541.92,0
712580958,42,4,1,0,0,103449,3,200,1,82,27712.0,2130,7399,91,0.077,665.91,0
712582983,43,1,0,0,0,75751,1,450,1,52,14057.0,1381,4729,54,0.098,803.93,0
712586583,37,0,1,0,0,22567,1,405,1,40,1643.0,1101,2152,50,0.67,258.24,0
712589658,45,3,0,0,0,15964,2,220,1,95,13131.0,1965,1795,37,0.15,251.3,0
712591983,49,2,0,0,0,50345,3,280,1,112,3035.0,1960,4104,79,0.646,492.48,0
712593933,65,0,1,1,0,24181,3,495,1,79,2313.0,0,2249,42,0.0,134.94,0
712595433,44,4,1,0,0,16147,3,295,1,134,9788.0,1794,1805,37,0.183,270.75,0
712597233,40,2,0,1,0,14975,3,355,1,87,3250.0,1721,1714,32,0.53,154.26,0
712599783,46,2,0,0,0,77474,3,270,1,79,12618.0,1585,4768,82,0.126,381.44,0
712602708,54,1,0,1,0,20566,2,280,0,79,1815.0,0,2039,34,0.0,509.75,0
712604133,39,3,0,0,0,14975,3,300,1,106,25882.0,1699,1736,48,0.066,451.36,0
712606158,32,2,0,0,0,40338,1,440,1,160,5715.0,1214,3685,63,0.212,368.5,0
712607583,47,2,1,1,0,26557,2,280,0,84,34516.0,1477,2395,50,0.043,502.95,0
712608783,47,4,0,1,0,14975,3,290,0,140,34516.0,1260,1504,34,0.037,421.12,0
712609533,53,1,0,1,0,131393,3,175,1,66,3371.0,1530,13432,118,0.454,1208.88,0
712611108,48,4,0,1,0,24797,1,320,1,82,7501.0,2517,2280,49,0.336,501.6,0
712612233,43,2,1,1,0,21084,2,470,0,102,8717.0,719,2067,59,0.082,392.73,0
712613808,37,2,0,0,0,56376,2,350,0,103,5999.0,658,4283,69,0.11,556.79,0
712615008,46,3,1,0,0,37623,3,480,0,46,24431.0,892,3457,66,0.037,276.56,0
712617408,60,0,0,1,0,29847,2,125,1,90,13734.0,0,2566,74,0.0,667.16,0
712619808,40,2,1,1,0,55745,2,375,1,119,2500.0,1169,4265,87,0.468,383.85,0
712620858,53,4,1,0,0,69105,2,245,1,108,7744.0,1804,4572,60,0.233,594.36,0
712623258,42,2,1,0,0,24583,1,385,0,96,5505.0,2517,2272,42,0.457,295.36,0
712624383,47,4,1,1,0,106926,3,100,0,79,34516.0,1701,7707,99,0.049,1310.19,0
712627083,54,2,1,1,1,119148,2,360,1,66,5768.0,0,9867,78,0.0,690.69,0
712630608,43,3,0,0,0,62079,3,495,0,87,6109.0,1549,4430,69,0.254,886.0,0
712634133,49,2,1,0,0,13356,2,395,1,70,2683.0,1671,1406,37,0.623,267.14,0
712636308,56,2,1,0,0,14975,2,300,0,78,2658.0,1514,1627,26,0.57,162.7,0
712637283,62,0,1,0,0,95374,3,320,1,67,2169.0,1602,5182,78,0.739,984.58,0
712640583,58,1,0,0,0,86951,2,250,0,106,7508.0,2148,4950,70,0.286,1039.5,0
712642533,48,3,0,0,1,42226,1,150,1,119,32866.0,2098,3788,76,0.064,1060.64,0
712643358,48,2,1,0,1,12087,1,200,0,61,2833.0,1609,1335,23,0.568,373.8,0
712644483,43,3,1,0,0,55945,2,300,0,102,20229.0,1217,4270,62,0.06,384.3,0
712645908,47,4,0,0,0,117004,3,365,1,120,2600.0,2047,8804,111,0.787,880.4,0
712649058,43,3,0,0,1,50870,2,295,0,101,3554.0,0,4121,82,0.0,412.1,0
712650333,37,3,0,0,0,8250,1,480,0,103,11959.0,1665,1191,40,0.139,107.19,0
712652283,49,3,1,0,0,34310,1,175,0,76,34516.0,774,3030,74,0.022,696.9,0
712653183,61,0,0,0,0,40213,3,125,1,73,1976.0,1694,3675,81,0.857,771.75,0
712654233,50,2,0,1,0,113320,3,415,0,106,19150.0,1093,8327,85,0.057,999.24,0
712655583,65,1,0,1,0,20514,2,455,1,85,6425.0,915,2036,44,0.142,203.6,0
712656783,40,4,1,1,0,23007,2,440,1,147,8136.0,2517,2179,40,0.309,392.22,0
712658283,64,0,0,1,0,35603,3,405,0,97,3701.0,969,3222,86,0.262,676.62,0
712659408,33,3,0,1,0,69431,1,200,0,109,2721.0,2159,4578,81,0.793,549.36,0
712660308,30,1,0,0,0,28146,3,450,1,73,1895.0,0,2472,40,0.0,197.76,0
712661433,55,3,1,1,0,14197,1,400,1,90,34516.0,0,1444,28,0.0,245.48,0
712662783,51,1,1,0,0,30145,2,360,1,96,3793.0,2517,2577,57,0.664,721.56,0
712663533,43,3,0,1,1,44807,1,125,1,107,2441.0,1656,3903,62,0.678,468.36,0
712664658,26,1,0,1,1,29529,3,190,0,93,1649.0,0,2549,54,0.0,560.78,0
712665633,42,4,0,1,1,37725,2,445,1,139,12952.0,1864,3472,51,0.144,520.8,0
712667058,56,3,0,1,0,67161,2,320,1,89,1568.0,995,4531,76,0.635,724.96,0
712667958,36,0,1,1,0,41150,3,380,1,87,5773.0,2024,3732,71,0.351,709.08,0
712669983,57,3,1,0,0,58577,3,410,1,88,10009.0,1604,4347,75,0.16,956.34,0
712672083,48,2,0,1,0,5225,3,300,1,68,1438.3,747,948,24,0.519,227.52,0
712673283,50,2,0,0,1,83466,2,250,1,96,1438.3,0,4886,85,0.0,488.6,0
712674183,43,3,0,1,0,11069,1,365,1,104,4065.0,2180,1271,36,0.536,101.68,1
712675158,50,4,0,1,0,52200,3,355,1,51,7075.0,1676,4160,75,0.237,291.2,1
712676208,46,1,1,0,0,49851,2,150,1,83,1787.0,1324,4084,79,0.741,898.48,1
712677633,59,1,0,0,0,25275,3,150,0,113,2712.0,0,2307,28,0.0,184.56,1
712681608,37,2,1,0,0,47547,2,175,1,167,4542.0,1355,4011,70,0.298,802.2,1
712682583,43,4,1,1,0,88758,2,250,0,77,5947.0,995,4984,90,0.167,448.56,1
712683633,36,1,1,1,0,27995,3,250,1,49,1438.3,0,2464,37,0.0,344.96,1
712685733,65,1,1,1,0,38022,2,345,1,138,34516.0,1698,3498,68,0.049,699.6,0
712687083,43,3,0,0,0,102289,2,410,1,131,15043.0,0,7234,83,0.0,506.38,0
712688433,31,0,1,1,0,26871,2,400,0,61,3404.0,1568,2406,65,0.461,144.36,0
712689333,51,2,1,0,0,6550,2,355,0,72,20241.0,1203,1102,31,0.059,99.18,0
712690458,56,2,0,1,0,227472,2,280,1,88,3629.0,1891,15982,113,0.521,1598.2,0
712691883,48,3,1,1,0,24119,3,360,0,118,2811.0,2404,2245,41,0.855,269.4,0
712693908,38,2,0,0,0,17432,2,300,1,80,13883.0,783,1871,32,0.056,112.26,0
712700358,56,5,0,1,0,26952,3,100,0,85,2002.0,1377,2411,60,0.688,313.43,0
712701333,38,2,1,1,0,10205,2,220,1,95,5264.0,2169,1219,27,0.412,97.52,0
712704933,35,2,0,0,0,23827,3,270,1,101,4048.0,0,2227,41,0.0,645.83,0
712706058,50,3,0,0,0,19442,2,440,0,120,1491.0,0,1970,46,0.0,433.4,0
712707408,44,4,0,0,0,45295,3,175,0,78,5152.0,1713,3919,57,0.332,822.99,0
712709508,38,2,0,1,0,31149,3,200,0,97,8012.0,0,2645,63,0.0,264.5,0
712710708,51,2,0,1,0,14198,3,480,1,94,6244.0,2517,1445,40,0.403,231.2,0
712713108,42,4,0,1,0,78917,3,355,0,132,2035.0,1883,4802,85,0.925,1152.48,0
712714008,58,2,1,0,0,75050,3,480,0,93,2725.0,2302,4714,81,0.845,848.52,0
712715208,45,4,0,0,0,26430,2,445,0,87,3770.0,0,2387,51,0.0,405.79,0
712716108,58,1,1,0,0,109314,2,380,0,81,5785.0,2130,7950,86,0.368,1590.0,0
712718958,57,1,0,1,0,194027,2,475,0,94,3308.0,2150,15019,101,0.65,1802.28,0
712720158,45,5,1,0,0,18319,2,250,1,100,13860.0,1652,1910,32,0.119,324.7,0
712721358,49,3,0,0,0,20891,2,220,1,114,4073.0,2517,2059,43,0.618,535.34,0
712723608,43,3,1,0,0,47220,3,280,0,101,1713.0,0,3999,66,0.0,1079.73,0
712724733,42,5,1,0,0,46164,2,450,0,82,2766.0,1731,3959,71,0.626,989.75,0
712727283,59,0,0,0,1,11198,2,150,0,115,4666.0,1275,1281,28,0.273,217.77,0
712730583,54,1,1,0,0,16837,2,290,0,114,8592.0,1201,1842,50,0.14,386.82,0
712732908,37,1,0,0,0,50710,3,425,1,108,2262.0,1450,4116,84,0.641,576.24,0
712733958,58,1,0,0,0,25136,3,220,0,89,1731.0,0,2304,46,0.0,230.4,0
712734933,45,2,1,0,0,19068,2,175,0,89,4020.0,0,1952,39,0.0,273.28,0
712737108,42,3,1,1,0,54107,3,175,0,137,21416.0,0,4221,75,0.0,464.31,0
712740108,52,0,0,0,0,26289,2,320,0,137,1706.0,0,2371,45,0.0,521.62,0
712742808,48,3,1,0,0,8250,3,295,0,75,3022.0,1142,1184,21,0.378,272.32,0
712747758,39,2,0,1,0,20521,2,485,0,88,2477.0,0,2037,43,0.0,448.14,0
712751133,42,1,1,0,0,16564,3,250,0,99,11328.0,1369,1829,42,0.121,146.32,1
712753758,45,2,1,0,0,57268,3,465,0,93,2442.0,1699,4313,75,0.696,819.47,1
712755783,56,1,0,1,0,44349,2,245,0,158,1438.3,0,3886,77,0.0,466.32,1
712757808,58,2,0,1,0,14975,2,390,1,119,1544.0,0,1731,40,0.0,155.79,1
712760208,44,2,0,0,0,109110,2,420,1,117,6751.0,1192,7921,93,0.177,633.68,1
712762758,42,2,1,0,0,35325,3,100,1,92,9451.0,1280,3179,79,0.135,190.74,0
712763808,51,3,0,1,0,14826,2,480,1,79,6692.0,2037,1468,36,0.304,381.68,0
712765158,38,2,0,0,0,26415,2,100,1,85,2539.0,2162,2386,47,0.852,668.08,0
712766208,42,3,1,0,1,115315,2,200,0,74,34516.0,0,8603,84,0.0,1290.45,0
712767858,34,2,0,1,0,23085,2,110,1,103,1438.3,1223,2181,43,0.85,174.48,0
712768983,53,2,0,1,0,115638,2,370,1,148,34516.0,230,8629,65,0.007,1380.64,0
712770408,53,2,0,1,0,24909,3,485,1,117,3413.0,0,2285,40,0.0,502.7,0
712771233,40,3,0,1,0,63784,2,150,1,119,2516.0,1268,4461,80,0.504,669.15,0
712774008,54,1,0,0,0,14975,3,375,0,97,3939.0,2517,1489,34,0.639,163.79,0
712774908,45,5,1,1,0,93711,2,125,1,91,2601.0,1861,5111,83,0.715,357.77,0
712777233,47,4,1,1,0,31610,3,125,1,101,1671.0,0,2701,51,0.0,378.14,0
712778658,48,2,0,0,0,54793,2,340,0,99,2001.0,909,4238,63,0.454,635.7,0
712781883,52,3,1,0,0,93956,3,430,1,84,2611.0,537,5121,83,0.206,614.52,0
712783083,55,2,1,1,0,20185,2,195,1,106,3607.0,0,2013,35,0.0,523.38,0
712784058,56,5,0,0,0,7865,2,420,1,64,17156.0,2517,1142,33,0.147,159.88,0
712788258,58,2,1,0,0,102421,2,340,0,74,1913.0,1405,7265,80,0.734,1453.0,0
712789383,53,1,1,1,0,20693,2,470,1,44,9274.0,2097,2048,59,0.226,245.76,0
712790358,38,2,0,1,0,23744,2,470,1,145,3023.0,1348,2219,44,0.446,288.47,0
712795833,60,0,0,1,1,24545,2,480,1,74,5021.0,2517,2270,40,0.501,567.5,0
712797258,54,2,0,1,1,14690,3,250,1,49,34516.0,2129,1463,38,0.062,248.71,0
712801758,38,0,1,0,0,34416,3,450,1,119,2673.0,2517,3052,63,0.942,335.72,0
712802733,52,3,0,1,0,33950,2,410,1,94,5486.0,685,2965,70,0.125,474.4,0
712804383,44,4,0,1,0,74111,2,435,1,81,2143.0,1194,4684,82,0.557,1217.84,0
712805658,45,3,1,1,0,79026,3,480,1,111,2258.0,0,4803,72,0.0,432.27,0
712807758,56,2,0,0,0,28230,2,245,1,130,1438.3,0,2476,32,0.0,346.64,0
712810233,26,0,1,1,0,55581,2,470,0,115,2423.0,1674,4258,80,0.691,1064.5,0
712812408,44,4,0,1,0,18509,2,360,1,112,1535.0,0,1921,41,0.0,345.78,0
712813458,45,4,0,1,0,13531,2,250,0,120,19763.0,2517,1414,35,0.127,84.84,0
712814658,37,2,0,0,0,76834,2,280,0,149,2393.0,1499,4755,82,0.626,855.9,0
712815858,38,2,1,1,0,38304,3,275,0,116,5330.0,0,3525,79,0.0,1022.25,0
712816833,43,3,0,0,0,13774,2,435,0,103,4203.0,1965,1425,32,0.468,99.75,0
712817808,42,3,0,1,1,20640,3,290,1,90,4761.0,1561,2045,53,0.328,286.3,0
712820208,45,3,0,1,1,22386,2,405,0,47,2699.0,1609,2141,56,0.596,256.92,0
712821333,46,4,1,0,0,16520,2,200,0,93,9452.0,2517,1825,50,0.266,401.5,0
712822758,45,4,0,0,0,31945,3,440,1,79,5677.0,1403,2730,58,0.247,464.1,0
712826208,37,2,0,0,0,14975,3,365,1,71,2575.0,1424,1487,33,0.553,193.31,0
712827258,42,3,0,0,0,91305,3,285,0,79,1438.3,0,5046,77,0.0,555.06,0
712828533,54,1,0,0,0,79642,2,300,1,46,2796.0,0,4820,74,0.0,1108.6,0
712829808,51,4,0,0,0,20456,2,390,1,114,2187.0,0,2031,40,0.0,324.96,0
712831908,49,0,1,1,0,68564,2,250,1,166,3481.0,603,4556,81,0.173,865.64,0
712833633,43,2,1,0,0,145350,2,200,1,113,10688.0,653,13866,98,0.061,1802.58,0
712834533,40,2,1,0,1,50783,2,200,1,151,2673.0,1275,4119,75,0.477,535.47,0
712835433,49,3,0,1,0,82349,3,495,0,68,1438.3,0,4869,73,0.0,389.52,0
712837233,37,3,0,1,1,40138,1,420,0,99,13001.0,1482,3671,55,0.114,807.62,0
712838358,52,4,0,0,0,74732,3,435,1,78,1438.3,0,4702,84,0.0,470.2,0
712839633,43,2,1,0,0,117121,1,140,0,69,34516.0,1595,8871,97,0.046,1153.23,0
712840608,40,2,0,1,0,49700,1,150,0,85,2736.0,993,4078,85,0.363,611.7,0
712841883,39,3,0,0,0,102012,3,250,0,83,34516.0,2517,7155,66,0.073,1931.85,0
712843983,41,2,0,1,0,24965,2,325,1,82,1569.0,257,2288,45,0.164,457.6,0
712845258,58,2,1,0,0,52226,2,325,1,79,34516.0,1642,4161,71,0.048,707.37,0
712846458,42,4,0,0,0,180767,1,250,0,93,14290.0,1432,14709,125,0.1,882.54,0
712847208,36,1,0,0,0,18043,2,110,0,83,5369.0,1854,1898,50,0.345,398.58,1
712849158,44,3,1,0,1,23184,3,445,1,144,19793.0,2488,2186,44,0.126,415.34,1
712851108,56,4,1,1,0,33948,2,125,1,96,15340.0,2331,2965,51,0.152,355.8,1
712852233,37,2,1,1,0,69549,3,465,0,78,6663.0,765,4583,78,0.115,1054.09,1
712853358,42,2,0,1,0,23646,3,190,0,76,1817.0,0,2216,44,0.0,421.04,1
712854633,43,3,0,1,0,32938,1,245,0,87,11320.0,0,2845,57,0.0,199.15,0
712855683,46,4,1,0,0,84913,3,175,0,114,3350.0,1335,4906,89,0.399,1128.38,0
712860858,46,4,1,1,0,86659,3,225,1,120,5264.0,0,4943,70,0.0,1334.61,0
712863183,57,4,0,0,0,144014,2,290,1,95,10018.0,829,13819,114,0.083,2487.42,0
712864683,38,1,1,0,0,14975,2,470,0,90,1438.3,0,1693,37,0.0,237.02,0
712865583,49,3,0,0,0,45636,2,150,0,72,3301.0,2517,3939,69,0.762,630.24,0
712866933,45,2,0,1,0,40705,3,245,0,107,10824.0,0,3700,73,0.0,629.0,0
712867983,57,4,0,0,0,95280,1,325,0,142,3006.0,633,5177,66,0.211,673.01,0
712868733,52,2,0,0,0,14975,3,125,0,48,2595.0,2189,1562,27,0.844,406.12,0
712869783,47,3,0,1,0,70602,3,300,0,117,4255.0,0,4606,79,0.0,1197.56,0
712872183,43,3,0,1,0,28010,2,450,1,82,3271.0,1367,2464,92,0.418,369.6,0
712874433,53,3,0,1,0,98986,3,125,0,113,2326.0,642,5413,90,0.276,487.17,0
712876233,55,2,0,1,0,11346,3,245,1,136,5272.0,1515,1289,33,0.287,232.02,0
712877733,48,0,1,1,0,60785,3,220,1,139,12882.0,1402,4407,84,0.109,1233.96,0
712879158,38,4,1,1,0,106682,3,275,1,107,6224.0,2201,7693,70,0.354,1461.67,0
712880283,49,2,0,1,1,15188,1,200,0,80,4048.0,1113,1757,45,0.275,281.12,0
712881483,56,2,1,0,0,20595,2,250,0,92,9959.0,1890,2041,45,0.19,530.66,0
712884408,42,4,1,0,0,109279,2,175,1,130,5700.0,1904,7939,95,0.334,1984.75,0
712885533,50,2,1,1,0,36059,3,380,1,140,11882.0,1472,3291,62,0.124,691.11,0
712886733,49,4,1,0,0,55840,3,445,0,109,1780.0,1338,4268,87,0.752,896.28,0
712887633,49,1,0,1,0,15025,2,250,1,41,25008.0,876,1753,43,0.035,473.31,0
712890408,54,2,0,1,0,12139,3,100,0,79,2221.0,1343,1338,30,0.605,133.8,0
712891833,47,3,0,0,0,44160,3,195,1,65,2723.0,1902,3875,84,0.698,1123.75,0
712894308,33,1,1,0,0,58520,2,150,1,106,2888.0,0,4345,75,0.0,912.45,0
712895733,48,4,1,0,0,115979,3,490,1,77,34516.0,572,8659,81,0.017,692.72,0
712899333,50,1,1,0,0,6550,3,245,1,93,4256.0,1084,1100,29,0.255,154.0,0
712900308,33,3,0,0,0,21229,1,300,1,94,1751.0,0,2078,37,0.0,249.36,0
712901283,43,3,0,0,0,14745,3,140,1,104,2121.0,0,1464,32,0.0,380.64,0
712902483,55,0,1,1,0,17936,2,125,0,169,2066.0,1699,1895,43,0.822,151.6,0
